Record Length,1.024000e+03,,          0.00000, -67.38970,
Sample Interval,1.233033e+01,,         12.33033, -67.38970,
Trigger Point,-0.000000000000e+00,,         24.66067, -72.58970,
,,,         36.99100, -80.58970,
,,,         49.32134, -78.58970,
,,,         61.65167, -86.98970,
Source,FFT,,         73.98201, -86.98970,
Vertical Units,dB,,         86.31234, -86.98970,
Vertical Scale,1.000000e+01,,         98.64268, -86.98970,
Vertical Offset,0.000000e+00,,        110.97301, -86.98970,
Horizontal Units,Hz,,        123.30335, -86.98970,
Horizontal Scale,1.262626e+03,,        135.63368, -80.58970,
Pt Fmt,Y,,        147.96402, -80.58970,
Yzero,-4.698970e+01,,        160.29435, -86.98970,
Probe Atten,1.000000e+00,,        172.62468, -80.58970,
Model Number,TBS1072B-EDU,,        184.95502, -84.58970,
Serial Number,C012539,,        197.28535, -86.98970,
Firmware Version,FV:v4.06,,        209.61569, -84.58970,
,,,221.94602, -86.98970,
,,,234.27635, -86.98970,
,,,246.60668, -86.98970,
,,,258.93701, -86.98970,
,,,271.26734, -86.98970,
,,,283.59767, -86.98970,
,,,295.92800, -84.58970,
,,,308.25833, -84.58970,
,,,320.58866, -80.58970,
,,,332.91899, -80.58970,
,,,345.24932, -80.58970,
,,,357.57965, -84.58970,
,,,369.90998, -86.98970,
,,,382.24031, -86.98970,
,,,394.57064, -86.98970,
,,,406.90097, -86.98970,
,,,419.23130, -86.98970,
,,,431.56163, -86.98970,
,,,443.89196, -86.98970,
,,,456.22229, -84.58970,
,,,468.55262, -86.98970,
,,,480.88295, -86.98970,
,,,493.21328, -81.38970,
,,,505.54361, -86.98970,
,,,517.87394, -84.58970,
,,,530.20427, -86.98970,
,,,542.53460, -86.98970,
,,,554.86493, -86.98970,
,,,567.19526, -86.98970,
,,,579.52559, -86.98970,
,,,591.85592, -86.98970,
,,,604.18625, -84.58970,
,,,616.51658, -84.58970,
,,,628.84691, -84.58970,
,,,641.17724, -84.58970,
,,,653.50757, -80.58970,
,,,665.83790, -86.98970,
,,,678.16823, -84.58970,
,,,690.49856, -84.58970,
,,,702.82889, -86.98970,
,,,715.15922, -86.98970,
,,,727.48955, -84.58970,
,,,739.81988, -84.58970,
,,,752.15021, -86.98970,
,,,764.48054, -80.58970,
,,,776.81087, -81.38970,
,,,789.14120, -86.98970,
,,,801.47153, -86.98970,
,,,813.80186, -86.98970,
,,,826.13219, -86.98970,
,,,838.46252, -84.58970,
,,,850.79285, -84.58970,
,,,863.12318, -86.98970,
,,,875.45351, -81.38970,
,,,887.78384, -86.98970,
,,,900.11417, -76.18970,
,,,912.44450, -77.38970,
,,,924.77483, -71.38970,
,,,937.10516, -64.98970,
,,,949.43549, -55.78970,
,,,961.76582, -37.38970,
,,,974.09615, -25.78970,
,,,986.42648, -23.78970,
,,,998.75681, -23.78970,
,,,1011.08714, -27.38970,
,,,1023.41747, -43.78970,
,,,1035.74780, -58.58970,
,,,1048.07813, -65.78970,
,,,1060.40846, -74.98970,
,,,1072.73879, -75.38970,
,,,1085.06912, -86.98970,
,,,1097.39945, -86.98970,
,,,1109.72978, -86.98970,
,,,1122.06011, -86.98970,
,,,1134.39044, -86.98970,
,,,1146.72077, -86.98970,
,,,1159.05110, -86.98970,
,,,1171.38143, -86.98970,
,,,1183.71176, -86.98970,
,,,1196.04209, -84.58970,
,,,1208.37242, -80.58970,
,,,1220.70275, -86.98970,
,,,1233.03308, -86.98970,
,,,1245.36341, -86.98970,
,,,1257.69374, -84.58970,
,,,1270.02407, -86.98970,
,,,1282.35440, -86.98970,
,,,1294.68473, -86.98970,
,,,1307.01506, -86.98970,
,,,1319.34539, -86.98970,
,,,1331.67572, -84.58970,
,,,1344.00605, -84.58970,
,,,1356.33638, -84.58970,
,,,1368.66671, -84.58970,
,,,1380.99704, -80.58970,
,,,1393.32737, -81.38970,
,,,1405.65770, -86.98970,
,,,1417.98803, -84.58970,
,,,1430.31836, -86.98970,
,,,1442.64869, -86.98970,
,,,1454.97902, -86.98970,
,,,1467.30935, -86.98970,
,,,1479.63968, -86.98970,
,,,1491.97001, -86.98970,
,,,1504.30034, -86.98970,
,,,1516.63067, -86.98970,
,,,1528.96100, -86.98970,
,,,1541.29133, -86.98970,
,,,1553.62166, -86.98970,
,,,1565.95199, -86.98970,
,,,1578.28232, -86.98970,
,,,1590.61265, -86.98970,
,,,1602.94298, -86.98970,
,,,1615.27331, -86.98970,
,,,1627.60364, -86.98970,
,,,1639.93397, -86.98970,
,,,1652.26430, -86.98970,
,,,1664.59463, -86.98970,
,,,1676.92496, -86.98970,
,,,1689.25529, -86.98970,
,,,1701.58562, -86.98970,
,,,1713.91595, -86.98970,
,,,1726.24628, -86.98970,
,,,1738.57661, -86.98970,
,,,1750.90694, -86.98970,
,,,1763.23727, -86.98970,
,,,1775.56760, -86.98970,
,,,1787.89793, -81.38970,
,,,1800.22826, -86.98970,
,,,1812.55859, -86.98970,
,,,1824.88892, -86.98970,
,,,1837.21925, -86.98970,
,,,1849.54958, -86.98970,
,,,1861.87991, -84.58970,
,,,1874.21024, -86.98970,
,,,1886.54057, -80.58970,
,,,1898.87090, -77.78970,
,,,1911.20123, -77.78970,
,,,1923.53156, -77.78970,
