Record Length,1.024000e+03,,          0.00000, -34.14850,
Sample Interval,2.466067e+02,,        246.60669, -33.74850,
Trigger Point,-0.000000000000e+00,,        493.21338, -38.54850,
,,,        739.82008, -54.94850,
,,,        986.42677, -48.54850,
,,,       1233.03346, -39.34850,
Source,FFT,,       1479.64015,  -8.94850,
Vertical Units,dB,,       1726.24684,  -1.34850,
Vertical Scale,1.000000e+01,,       1972.85354,  -0.54850,
Vertical Offset,0.000000e+00,,       2219.46023,  -0.54850,
Horizontal Units,Hz,,       2466.06692,  -6.14850,
Horizontal Scale,2.525253e+04,,       2712.67361, -33.74850,
Pt Fmt,Y,,       2959.28030, -45.34850,
Yzero,-1.494850e+01,,       3205.88699, -54.94850,
Probe Atten,1.000000e+00,,       3452.49369, -54.94850,
Model Number,TBS1072B-EDU,,       3699.10038, -54.94850,
Serial Number,C012539,,       3945.70707, -54.94850,
Firmware Version,FV:v4.06,,       4192.31376, -54.94850,
,,,4438.92045, -54.94850,
,,,4685.52714, -54.94850,
,,,4932.13383, -54.94850,
,,,5178.74052, -54.94850,
,,,5425.34721, -54.94850,
,,,5671.95390, -48.54850,
,,,5918.56059, -45.34850,
,,,6165.16728, -45.34850,
,,,6411.77397, -48.54850,
,,,6658.38066, -54.94850,
,,,6904.98735, -54.94850,
,,,7151.59404, -54.94850,
,,,7398.20073, -54.94850,
,,,7644.80742, -54.94850,
,,,7891.41411, -54.94850,
,,,8138.02080, -54.94850,
,,,8384.62749, -52.54850,
,,,8631.23418, -54.94850,
,,,8877.84087, -54.94850,
,,,9124.44756, -54.94850,
,,,9371.05425, -54.94850,
,,,9617.66094, -54.94850,
,,,9864.26763, -49.34850,
,,,10110.87432, -54.94850,
,,,10357.48101, -54.94850,
,,,10604.08770, -54.94850,
,,,10850.69439, -54.94850,
,,,11097.30108, -52.54850,
,,,11343.90777, -52.54850,
,,,11590.51446, -52.54850,
,,,11837.12115, -52.54850,
,,,12083.72784, -52.54850,
,,,12330.33453, -52.54850,
,,,12576.94122, -54.94850,
,,,12823.54791, -54.94850,
,,,13070.15460, -54.94850,
,,,13316.76129, -54.94850,
,,,13563.36798, -54.94850,
,,,13809.97467, -54.94850,
